D:\MassHunter\GCMS\1\data\Amal\Constant flow\150C_1ml-min_10C-min_Air.D Thu Jul 25 19:43:47 2024
Start of data points
0,10407	5492
0,10478	5017
0,10548	5895
0,10620	5119
0,10690	5243
0,10762	5040
0,10832	5485
0,10903	5113
0,10973	4843
0,11045	4743
0,11115	5143
0,11187	5013
0,11257	4881
0,11328	5169
0,11398	5588
0,11470	5201
0,11540	4704
0,11612	4582
0,11682	5806
0,11753	5352
0,11823	4629
0,11895	5155
0,11965	5119
0,12037	4968
0,12107	5222
0,12178	5772
0,12248	5366
0,12320	6094
0,12390	4695
0,12462	5145
0,12532	5259
0,12603	4827
0,12673	5908
0,12745	5111
0,12815	4555
0,12887	4547
0,12957	5509
0,13028	5954
0,13098	4997
0,13170	4875
0,13240	4897
0,13312	4983
0,13382	5392
0,13453	5344
0,13523	5106
0,13595	5680
0,13665	4976
0,13737	5483
0,13807	4894
0,13878	5652
0,13948	5441
0,14020	5420
0,14090	5132
0,14162	5196
0,14232	5262
0,14303	5050
0,14373	5262
0,14445	5352
0,14515	4969
0,14587	5661
0,14657	5983
0,14728	5489
0,14798	5179
0,14870	5524
0,14942	5547
0,15012	5129
0,15083	5440
0,15153	5141
0,15225	5662
0,15295	5462
0,15367	5616
0,15437	5445
0,15508	5519
0,15578	4952
0,15650	6031
0,15720	5716
0,15792	5371
0,15862	4825
0,15933	5783
0,16003	5365
0,16075	5274
0,16145	5379
0,16217	5450
0,16287	5743
0,16358	5291
0,16428	5428
0,16500	6188
0,16570	5958
0,16642	5807
0,16712	5582
0,16783	6113
0,16853	5655
0,16925	5436
0,16995	5364
0,17067	5587
0,17137	5523
0,17208	5286
0,17278	5362
0,17350	6269
0,17420	5441
0,17492	4867
0,17562	5678
0,17633	5660
0,17703	5232
0,17775	5399
0,17845	5631
0,17917	5321
0,17987	5315
0,18058	5285
0,18128	6184
0,18200	5776
0,18270	5358
0,18342	5323
0,18412	5714
0,18483	5405
0,18553	5210
0,18625	5616
0,18695	5358
0,18767	5792
0,18837	5208
0,18908	5463
0,18978	5073
0,19050	6021
0,19120	5522
0,19192	5833
0,19262	5835
0,19333	5073
0,19403	5169
0,19475	5620
0,19545	5955
0,19617	4876
0,19687	5495
0,19758	5476
0,19828	5752
0,19900	5851
0,19970	5860
0,20042	5488
0,20112	5578
0,20183	5715
0,20253	5326
0,20325	5900
0,20395	5727
0,20467	6046
0,20537	5391
0,20608	5281
0,20678	5626
0,20750	5533
0,20820	5872
0,20892	6420
0,20962	4943
0,21033	5519
0,21103	4940
0,21175	5314
0,21245	5198
0,21317	5564
0,21387	5594
0,21458	5934
0,21528	5578
0,21600	5556
0,21670	5664
0,21742	5600
0,21812	5910
0,21883	5822
0,21953	5452
0,22025	5490
0,22095	6439
0,22167	5626
0,22237	5095
0,22308	5889
0,22378	5636
0,22450	5370
0,22520	5529
0,22592	5747
0,22662	5853
0,22733	5738
0,22803	5099
0,22875	5733
0,22945	5751
0,23017	5209
0,23087	5702
0,23158	5445
0,23228	5915
0,23300	5153
0,23370	6007
0,23442	5366
0,23512	5455
0,23583	5662
0,23653	4647
0,23725	5366
0,23795	5465
0,23867	5102
0,23937	5124
0,24008	5626
0,24078	4951
0,24150	5764
0,24220	5665
0,24292	5913
0,24362	5899
0,24433	5654
0,24503	5331
0,24575	6031
0,24645	5747
0,24717	5495
0,24787	5917
0,24858	5881
0,24928	5991
0,25000	5575
0,25070	5092
0,25142	5537
0,25212	5398
0,25283	5812
0,25353	5090
0,25425	5850
0,25495	5280
0,25567	5358
0,25637	5137
0,25708	5172
0,25778	5547
0,25850	5858
0,25920	5213
0,25992	5771
0,26062	5975
0,26133	5325
0,26203	5621
0,26275	5258
0,26345	5865
0,26417	5975
0,26487	5756
0,26558	5709
0,26628	5469
0,26700	5407
0,26770	5435
0,26842	5841
0,26912	5860
0,26983	5036
0,27053	5519
0,27125	5393
0,27195	5884
0,27267	5089
0,27337	5565
0,27408	5462
0,27478	5409
0,27550	5367
0,27620	5707
0,27692	5711
0,27762	5565
0,27833	6181
0,27903	5313
0,27975	5650
0,28045	5521
0,28117	5774
0,28187	5666
0,28258	5199
0,28328	5638
0,28400	5905
0,28470	5265
0,28542	5787
0,28612	5622
0,28683	5406
0,28753	5375
0,28825	5597
0,28895	5671
0,28967	5225
0,29037	5802
0,29108	5133
0,29178	5575
0,29250	5566
0,29320	6152
0,29392	5440
0,29462	5164
0,29533	5810
0,29603	5585
0,29675	4759
0,29745	5071
0,29817	5484
0,29887	5128
0,29958	5336
0,30028	5509
0,30100	5814
0,30170	5921
0,30242	5146
0,30312	5222
0,30383	5480
0,30453	5763
0,30525	5356
0,30595	5550
0,30667	5558
0,30737	5556
0,30808	5596
0,30878	5723
0,30950	5407
0,31022	5304
0,31092	5489
0,31163	5254
0,31233	5402
0,31305	5323
0,31375	5511
0,31447	5571
0,31517	5220
0,31588	5655
0,31658	5286
0,31730	5821
0,31800	5660
0,31872	5273
0,31942	5871
0,32013	5450
0,32083	5676
0,32155	5440
0,32225	5533
0,32297	5497
0,32367	5270
0,32438	5123
0,32508	5127
0,32580	5361
0,32650	6273
0,32722	5305
0,32792	5350
0,32863	5173
0,32933	5514
0,33005	5471
0,33075	5418
0,33147	5598
0,33217	5659
0,33288	5845
0,33358	5327
0,33430	5637
0,33500	5360
0,33572	5999
0,33642	5151
0,33713	4974
0,33783	5705
0,33855	5807
0,33925	5723
0,33997	5616
0,34067	5709
0,34138	6117
0,34208	5417
0,34280	5496
0,34350	6338
0,34422	5663
0,34492	5589
0,34563	5863
0,34633	5914
0,34705	5532
0,34775	5998
0,34847	5492
0,34917	5790
0,34988	5752
0,35058	5756
0,35130	5551
0,35200	5597
0,35272	5677
0,35342	5484
0,35413	4888
0,35483	5642
0,35555	6037
0,35625	5917
0,35697	5575
0,35767	5100
0,35838	4827
0,35908	5801
0,35980	5299
0,36050	5509
0,36122	5691
0,36192	5451
0,36263	5293
0,36333	5137
0,36405	5157
0,36475	4721
0,36547	5378
0,36617	6003
0,36688	6125
0,36758	6041
0,36830	5056
0,36900	5383
0,36972	5769
0,37042	5676
0,37113	5489
0,37183	4911
0,37255	5978
0,37325	5646
0,37397	6210
0,37467	5807
0,37538	5560
0,37608	5853
0,37680	5434
0,37750	5119
0,37822	5210
0,37892	5696
0,37963	5700
0,38033	5561
0,38105	5034
0,38175	5179
0,38247	5371
0,38317	5685
0,38388	5562
0,38458	5573
0,38530	5341
0,38600	5714
0,38672	5689
0,38742	5059
0,38813	5242
0,38883	5834
0,38955	5858
0,39025	5457
0,39097	5405
0,39167	5401
0,39238	5818
0,39308	5381
0,39380	5608
0,39450	5812
0,39522	5387
0,39592	5558
0,39663	5677
0,39733	5040
0,39805	5219
0,39875	5633
0,39947	5525
0,40017	5746
0,40088	5508
0,40158	5017
0,40230	5572
0,40300	4871
0,40372	5895
0,40442	5370
0,40513	5481
0,40583	5257
0,40655	4992
0,40725	5302
0,40797	5524
0,40867	5121
0,40938	5720
0,41008	4988
0,41080	5530
0,41150	5632
0,41222	5075
0,41292	5596
0,41363	5324
0,41433	5147
0,41505	5913
0,41575	5455
0,41647	4953
0,41717	4828
0,41788	5157
0,41858	6088
0,41930	5209
0,42000	5519
0,42072	5200
0,42142	5561
0,42213	5295
0,42283	5778
0,42355	5515
0,42425	5167
0,42497	4961
0,42567	5294
0,42638	6037
0,42708	5516
0,42780	5899
0,42850	5339
0,42922	6187
0,42992	5615
0,43063	5767
0,43133	5996
0,43205	5221
0,43275	5693
0,43347	5752
0,43417	5829
0,43488	5591
0,43558	5716
0,43630	5766
0,43700	5473
0,43772	5848
0,43842	5413
0,43913	5180
0,43983	5674
0,44055	5911
0,44125	5636
0,44197	5258
0,44267	5641
0,44338	5391
0,44408	4798
0,44480	5305
0,44550	5902
0,44622	5090
0,44692	5168
0,44763	4869
0,44833	5756
0,44905	5753
0,44975	5013
0,45047	5216
0,45117	5507
0,45188	5418
0,45258	5538
0,45330	5248
0,45400	5133
0,45472	6268
0,45542	6065
0,45613	4819
0,45683	5499
0,45755	5695
0,45825	5575
0,45897	5207
0,45967	5320
0,46038	5186
0,46108	5284
0,46180	5115
0,46250	5327
0,46322	5640
0,46392	5096
0,46463	5355
0,46533	5276
0,46605	5896
0,46675	5436
0,46747	5558
0,46817	5487
0,46888	5541
0,46958	5345
0,47030	5369
0,47100	5412
0,47172	4825
0,47243	5556
0,47313	5580
0,47385	5105
0,47455	5513
0,47527	5453
0,47597	5551
0,47668	5881
0,47738	5677
0,47810	5528
0,47880	5463
0,47952	4899
0,48022	5706
0,48093	5252
0,48163	5495
0,48235	5701
0,48305	5245
0,48377	5582
0,48447	5278
0,48518	5063
0,48588	5102
0,48660	5570
0,48730	5238
0,48802	5465
0,48872	5268
0,48943	5840
0,49013	5404
0,49085	5108
0,49155	5177
0,49227	5334
0,49297	5504
0,49368	5706
0,49438	5641
0,49510	5555
0,49580	5263
0,49652	5561
0,49722	5392
0,49793	5600
0,49863	5304
0,49935	5354
0,50005	5796
0,50077	5456
0,50147	5564
0,50218	5421
0,50288	5449
0,50360	5394
0,50430	5699
0,50502	5609
0,50572	4938
0,50643	6004
0,50713	5015
0,50785	5266
0,50855	5078
0,50927	5578
0,50997	5847
0,51068	5322
0,51138	5623
0,51210	5742
0,51280	5371
0,51352	5271
0,51422	5575
0,51493	5578
0,51563	5309
0,51635	5436
0,51705	5755
0,51777	4906
0,51847	5130
0,51918	5910
0,51988	5690
0,52060	5141
0,52130	5406
0,52202	5271
0,52272	5462
0,52343	5160
0,52413	5244
0,52485	5673
0,52555	5030
0,52627	5509
0,52697	4998
0,52768	5330
0,52838	5655
0,52910	5419
0,52980	5402
0,53052	5826
0,53122	5449
0,53193	4972
0,53263	5949
0,53335	5116
0,53405	5957
0,53477	5426
0,53547	5490
0,53618	5570
0,53688	5359
0,53760	5619
0,53830	5496
0,53902	5448
0,53972	6055
0,54043	5402
0,54113	6077
0,54185	5635
0,54255	5398
0,54327	5588
0,54397	5756
0,54468	5118
0,54538	4614
0,54610	5104
0,54680	5574
0,54752	5235
0,54822	5367
0,54893	4701
0,54963	5364
0,55035	5841
0,55105	5875
0,55177	5646
0,55247	5300
0,55318	5574
0,55388	5987
0,55460	5404
0,55530	5926
0,55602	5565
0,55672	5181
0,55743	5535
0,55813	5445
0,55885	5515
0,55955	5636
0,56027	5469
0,56097	5258
0,56168	4834
0,56238	5712
0,56310	5600
0,56380	5439
0,56452	5559
0,56522	5285
0,56593	5713
0,56663	4999
0,56735	5618
0,56805	5447
0,56877	5289
0,56947	5657
0,57018	5582
0,57088	4966
0,57160	5088
0,57230	5653
0,57302	5728
0,57372	5230
0,57443	4592
0,57513	5674
0,57585	5236
0,57655	5015
0,57727	5310
0,57797	5512
0,57868	5467
0,57938	5334
0,58010	4703
0,58080	5158
0,58152	5103
0,58222	5253
0,58293	4686
0,58363	4981
0,58435	5281
0,58505	5815
0,58577	5688
0,58647	4593
0,58718	4658
0,58788	5229
0,58860	5350
0,58930	5533
0,59002	5201
0,59072	5035
0,59143	5540
0,59213	5352
0,59285	5490
0,59355	5680
0,59427	5767
0,59497	5408
0,59568	5464
0,59638	5869
0,59710	5234
0,59780	5445
0,59852	5378
0,59922	5848
0,59993	5607
0,60063	5526
0,60135	5669
0,60205	5205
0,60277	5397
0,60347	4977
0,60418	5791
0,60488	5602
0,60560	5076
0,60630	5950
0,60702	4461
0,60772	4449
0,60843	5405
0,60913	5555
0,60985	5208
0,61055	5282
0,61127	5429
0,61197	5820
0,61268	5618
0,61338	4987
0,61410	5867
0,61480	5737
0,61552	5245
0,61622	5486
0,61693	5512
0,61763	5544
0,61835	5404
0,61905	5317
0,61977	5905
0,62047	5846
0,62118	5604
0,62188	6109
0,62260	5518
0,62330	5557
0,62402	5067
0,62472	5169
0,62543	4864
0,62613	5450
0,62685	5497
0,62755	5590
0,62827	5423
0,62897	5602
0,62968	5463
0,63038	5311
0,63110	5761
0,63180	5122
0,63252	5400
0,63322	5747
0,63393	5466
0,63465	5342
0,63535	5415
0,63607	5960
0,63677	4568
0,63748	5071
0,63818	5919
0,63890	5287
0,63960	5044
0,64032	5267
0,64102	5629
0,64173	5491
0,64243	5679
0,64315	5305
0,64385	5262
0,64457	5580
0,64527	5415
0,64598	5593
0,64668	5315
0,64740	4867
0,64810	5060
0,64882	6032
0,64952	4999
0,65023	5609
0,65093	5497
0,65165	5229
0,65235	5822
0,65307	4925
0,65377	5594
0,65448	5326
0,65518	5554
0,65590	5654
0,65660	5469
0,65732	5038
0,65802	6354
0,65873	5303
0,65943	5028
0,66015	5933
0,66085	5106
0,66157	5497
0,66227	5411
0,66298	5203
0,66368	5422
0,66440	5087
0,66510	5545
0,66582	5762
0,66652	4973
0,66723	5362
0,66793	5412
0,66865	5386
0,66935	5686
0,67007	5391
0,67077	5018
0,67148	5655
