D:\MassHunter\GCMS\1\data\Amal\Constant flow\100C\100C_1ml-min_9C-min_3.D Wed Sep 18 19:03:13 2024
Start of data points
5,64102,100342
5,64513,98384
5,64925,96938
5,65338,93255
5,65750,95650
5,66162,95854
5,66575,93926
5,66987,95271
5,67398,92652
5,67810,94984
5,68223,93440
5,68635,92693
5,69047,93223
5,69460,93633
5,69872,91121
5,70283,93753
5,70697,91771
5,71108,90944
5,71520,91599
5,71933,91012
5,72345,87758
5,72757,90576
5,73170,88471
5,73582,88540
5,73993,87122
5,74407,91707
5,74818,87492
5,75230,88290
5,75643,86266
5,76055,83398
5,76467,87084
5,76878,84995
5,77292,81629
5,77703,79983
5,78115,84229
5,78528,79870
5,78940,81414
5,79352,80495
5,79765,79903
5,80177,79155
5,80588,77199
5,81002,80765
5,81413,80698
5,81825,79151
5,82238,80145
5,82650,77398
5,83062,78053
5,83475,77817
5,83887,77791
5,84298,80695
5,84712,77518
5,85123,78408
5,85535,74564
5,85947,76991
5,86360,74624
5,86772,75056
5,87183,74026
5,87597,73443
5,88008,74037
5,88420,72286
5,88833,73254
5,89245,71883
5,89657,71449
5,90070,72350
5,90482,73635
5,90893,73129
5,91307,74313
5,91718,73087
5,92130,75844
5,92543,76394
5,92955,79195
5,93367,78672
5,93780,76718
5,94192,78050
5,94603,78361
5,95015,77140
5,95428,80311
5,95840,78712
5,96252,77629
5,96665,78282
5,97077,78453
5,97488,80108
5,97902,81489
5,98313,81789
5,98725,80861
5,99138,82166
5,99550,84352
5,99962,81109
6,00375,80630
6,00787,83424
6,01198,80218
6,01612,80897
6,02023,80535
6,02435,82068
6,02848,80774
6,03260,82639
6,03672,81487
6,04083,78556
6,04497,79516
6,04908,79876
6,05320,76069
6,05733,76685
6,06145,76352
6,06557,76741
6,06970,74262
6,07382,74336
6,07793,73199
6,08207,74740
6,08618,75566
6,09030,70098
6,09443,72116
6,09855,68876
6,10267,69514
6,10680,67433
6,11092,68247
6,11503,66953
6,11917,65617
6,12328,69137
6,12740,68271
6,13152,63734
6,13565,67431
6,13977,67154
6,14388,67705
6,14802,64285
6,15213,63154
6,15625,63232
6,16038,62099
6,16450,63142
6,16862,64013
6,17275,63714
6,17687,66509
6,18098,74352
6,18512,86293
6,18923,117457
6,19335,167175
6,19748,253707
6,20160,370819
6,20572,513759
6,20985,670006
6,21397,805627
6,21808,920380
6,22222,1002612
6,22633,1054261
6,23045,1060275
6,23457,1041558
6,23870,1003556
6,24282,953430
6,24693,903845
6,25107,849954
6,25518,803678
6,25930,743192
6,26343,706637
6,26755,658547
6,27167,617404
6,27580,579732
6,27992,541333
6,28403,501979
6,28817,471593
6,29228,443716
6,29640,407870
6,30053,382035
6,30465,356602
6,30877,329375
6,31290,307793
6,31702,287832
6,32113,263439
6,32525,242066
6,32938,217279
6,33350,195229
6,33762,179871
6,34175,168712
6,34587,154498
6,34998,144435
6,35412,133111
6,35823,121423
6,36235,113848
6,36648,107708
6,37060,98285
6,37472,96382
6,37885,86850
6,38297,84842
6,38708,78837
6,39122,74717
6,39533,72434
6,39945,69475
6,40358,67426
6,40770,64436
6,41182,64157
6,41593,61341
6,42007,62046
6,42418,60754
6,42830,56700
6,43243,56348
